name,sales,retail_price,average_sale_price,highest_price,lowest_price,release_date,condition
Jordan 2 Retro Just Don Arctic Orange (GS), 73, 350, 226, 480, 140, 05/13/2017, New
Jordan Zoom Tenacity 88 True Blue, 73, 125, 129, 230, 50, 03/13/2018, New
Jordan 9 Retro OG 2016 (GS), 73, 140, 155, 245, 80, 12/03/2016, New
Jordan Black Cat Black Concord, 72, 160, 81, 160, 51, 12/01/2018, New
Jordan 1 Mid Black Olive Canvas, 71, 120, 96, 250, 70, 11/01/2018, New
Jordan XXX1 Shattered Backboard, 71, 185, 104, 200, 67, 10/08/2016, New
Jordan 1 Retro Bred (2001), 69, , 565, 900, 385, 08/25/2001, New
Jordan 12 Retro Flu Game (2009), 68, 150, 308, 500, 190, 11/27/2009, New
Jordan 9 Retro Motorboat Jones, 69, 160, 387, 600, 250, 12/01/2012, New
Jordan Spizike Black Gym Red, 68, 175, 97, 185, 60, 10/08/2018, New
Jordan 9 Retro Charcoal, 68, 150, 259, 350, 180, 09/04/2010, New
Jordan 11 Retro Cleat Bred, 68, 125, 131, 225, 56, 06/25/2018, New
Jordan 12 Retro Heiress Plum Fog (GS), 68, 160, 182, 261, 100, 09/10/2016, New
Jordan 12 Retro Barons (GS), 68, 140, 169, 285, 99, 08/13/2016, New
Jordan Flyknit Elevation 23 Black, 68, 170, 105, 160, 56, 04/01/2018, New
Jordan 1 Low Military Green, 66, 105, 125, 210, 90, 01/01/2019, New
Jordan XXXII Low Gordon St., 67, 160, 129, 220, 60, 05/07/2018, New
Jordan 5 Retro Grape 2013 (GS), 66, 115, 161, 245, 85, 05/04/2013, New
Jordan 1 Retro High Mica Green (W), 65, 145, 71, 185, 40, 03/17/2018, New
Jordan 7 Retro Hare CDP (2008), 65, 155, 220, 350, 120, 06/21/2008, New
Jordan 11 Retro Low Cool Grey (PS), 65, 75, 90, 150, 40, 04/28/2018, New
Jordan XXX1 All Star 2017, 64, 200, 136, 228, 66, 02/19/2017, New
Jordan 11 Retro Cleat Columbia, 65, 125, 141, 200, 56, 06/25/2018, New
Jordan 14 Retro Rip Hamilton (TD), 63, 60, 78, 100, 57, 04/06/2019, New
Jordan 6 Rings Black Varsity Red, 63, 165, 112, 165, 85, 01/04/2019, new
Jordan 89 Racer White Cement, 63, 100, 86, 195, 55, 01/01/2019, New
Jordan 1 Retro Rare Air Bred, 59, 140, 89, 160, 40, 09/01/2015, New
Jordan 5 Retro Laney Varsity Royal (TD), 61, 65, 60, 96, 30, 02/02/2019, New
Jordan Westbrook 0.3 Dazzle, 61, 100, 106, 150, 51, 11/21/2018, New
Jordan Dub Zero White/Concord-Black-White, 60, 160, 92, 169, 57, , New
Jordan 9 Retro Pearl Blue (TD), 60, 60, 65, 119, 35, 02/09/2019, New
Jordan XXX1 Low Chicago (Home), 60, 160, 98, 185, 55, 06/30/2017, New
Jordan 7 Retro Raptors (2002), 59, 125, 255, 420, 180, 12/14/2002, New
Jordan 5 Retro Metallic White 2015 (GS), 60, 160, 144, 244, 70, 04/04/2015, New
Jordan 1 Retro High Black Hyper Pink (GS), 58, 95, 80, 181, 52, 02/01/2017, New
Jordan Spiz'ike True Blue (2007), 59, 175, 143, 265, 94, 04/28/2007, New
Jordan 7 Retro Barcelona Nights (GS), 59, 140, 121, 165, 60, 03/07/2015, New
Jordan 5 Retro DMP Raging Bull Red Suede, 58, 155, 517, 674, 401, 05/30/2009, New
Jordan 13 Retro Wolf Grey Deadly Pink (GS), 58, 140, 114, 159, 72, 08/26/2017, New
Jordan 3 Retro Hall of Fame (Sneaker Politics Special Release), 57, 190, 246, 400, 200, 05/12/2018, New
Jordan 4 Retro Tour Yellow / Rare Air, 58, 125, 387, 549, 210, 05/20/2006, New
Jordan 6 Retro Purple Dynasty (GS), 57, 140, 136, 182, 75, 12/30/2016, New
Jordan 11 Retro Legend Blue (PS), 56, 85, 91, 150, 53, 12/20/2014, New
Jordan 1 Retro High Rust Pink, 55, 160, 2694, 4500, 1010, 11/01/2017, New
Jordan Spizike Black Cement, 55, 175, 122, 180, 70, 06/24/2017, New
Jordan 7 Retro Nothing But Net (GS), 56, 140, 208, 300, 130, 11/14/2015, New
https://stockx.com/jordan-10-retro-red-steel, 53, 125, 255, 325, 180, 09/17/2005, New
Jordan Countdown Pack 9/14, 54, 310, 354, 540, 285, 03/15/2008, New
Jordan 2 Retro Quai 54 (GS), 53, 150, 69, 140, 45, 07/23/2016, New
Jordan Flyknit Elevation 23 Game Royal, 53, 170, 63, 131, 40, 07/01/2018, New
Jordan 14 Retro Last Shot (2011), 54, 160, 171, 250, 70, 12/17/2011, New
Jordan Zoom Tenacity 88 Safari, 51, 125, 45, 85, 29, 05/01/2018, New
Jordan 6 Retro Grape (GS), 51, 145, 137, 208, 45, 06/07/2014, New
Jordan 1 Retro Mid UNC, 51, 160, 232, 350, 118, 02/04/2019, New
Jordan 7 Retro Golden Moments Pack (6/7), 50, 175, 227, 340, 165, 08/18/2012, New
Jordan Proto Max 720 Club Gold, 49, 200, 198, 310, 81, 04/20/2019, New
Jordan 1 Retro High Gold Medal (GS), 48, 95, 162, 220, 130, 08/01/2016, New
Jordan 5 Retro Satin Bred (PS), 48, 80, 64, 100, 30, 11/03/2018, New
Jordan 1 Rebel XX Utility Pack (W), 47, 145, 91, 180, 43, 11/01/2018, New
Jordan 1 Mid Pure White, 47, 120, 132, 249, 90, 11/10/2018, New
Jordan XXXII CEO, 44, 185, 129, 250, 83, 10/20/2017, New
Jordan 4 Retro Classic Green, 44, 100, 393, 950, 228, 07/24/2004, New
Jordan 17 OG Wizards Home, 44, 200, 380, 524, 240, 02/09/2002, New
Jordan 12 Retro International Flight (PS), 42, 85, 65, 95, 25, 09/08/2018, New
Jordan 8 Retro Tinker Air Raid (TD), 42, 60, 48, 79, 35, 12/22/2018, New
Jordan 14 Retro White Forest Green, 42, 150, 275, 450, 175, 10/22/2005, New
